transcript	GSK_rep1	GSK_rep2	LLY_rep1	LLY_rep2
L1FLnI_4q21.21f	7	9	11	5
L1FLnI_10q23.31w	7	3	3	2
L1FLnI_11p15.1y	7	0	0	2
L1FLnI_8p12u	7	11	5	7
L1FLnI_6p22.3q	7	2	2	4
L1FLnI_3q23j	7	6	12	12
L1FLnI_5p15.31e	7	7	6	1
L1FLnI_12q12r	7	2	6	1
L1FLnI_2q32.1h	7	3	16	4
L1FLnI_6q24.1b	7	4	3	4
L1FLnI_17q11.1c	7	2	2	1
L1FLnI_2p15f	7	2	2	0
L1FLnI_9p21.3ea	7	3	2	2
L1FLnI_13q14.13d	7	0	2	1
L1FLnI_Xq21.1yc	7	2	0	0
L1FLnI_2q32.3ea	6	0	4	3
L1FLnI_12q21.2w	6	2	16	2
L1FLnI_17q23.2b	6	8	7	6
L1FLnI_1p36.33b	6	1	4	8
L1FLnI_6q24.3h	6	7	10	7
L1FLnI_3q26.1a	6	3	8	2
L1FLnI_14q21.3i	6	10	23	7
L1FLnI_11q22.3k	6	0	5	0
L1FLnI_6q14.1eb	6	5	10	2
L1FLnI_8q22.1ea	6	0	6	5
L1FLnI_10q26.2a	6	3	10	3
L1FLnI_2p24.2f	6	3	10	3
L1FLnI_8p12j	6	2	7	2
L1FLnI_5q33.2i	6	8	11	4
L1FLnI_Xq26.1d	6	4	2	10
L1FLnI_3p14.2e	6	7	18	10
L1FLnI_11p14.1q	6	4	13	3
L1FLnI_12q12ga	6	2	1	3
L1FLnI_2p13.3b	6	3	15	5
L1FLnI_7p12.3a	6	0	5	1
L1FLnI_6q24.2i	6	7	10	6
L1FLnI_Xq21.31bb	6	2	10	2
L1FLnI_8q21.3u	6	7	6	4
L1FLnI_11p12aa	6	7	7	5
L1FLnI_1q25.2n	6	4	7	1
L1FLnI_16q22.2e	6	1	19	5
L1FLnI_Xq25oa	6	4	8	2
L1FLnI_3q25.32m	6	5	8	3
L1FLnI_11p15.2s	6	6	7	1
L1FLnI_10p14a	6	5	3	4
L1FLnI_8q24.23i	6	4	9	3
L1FLnI_6p12.2c	6	3	6	3
L1FLnI_4q35.2h	6	1	3	3
L1ORF2_6q16.3	6	11	12	4
L1FLnI_1q21.2d	6	2	6	5
L1FLnI_2q33.3c	6	5	13	4
L1FLnI_3q12.3f	6	3	12	7
L1FLnI_9p24.2k	6	2	9	0
L1FLnI_Xq27.1n	6	1	5	2
L1FLnI_4q13.2n	6	5	21	1
L1FLnI_6q14.3g	6	3	5	4
L1FLnI_5p14.3c	6	1	12	3
L1FLnI_7q22.2g	6	6	4	2
L1FLnI_2p14n	6	4	6	2
L1FLnI_5q14.1q	6	4	5	1
L1FLnI_8p23.3a	6	3	13	5
L1FLnI_5p15.1q	6	7	5	1
L1FLnI_14q22.3n	6	2	4	4
L1FLnI_11q14.1k	6	1	21	3
L1FLnI_Xq25fa	6	2	7	0
L1FLnI_8q21.3ma	6	0	0	2
L1FLnI_5q35.3e	6	12	14	6
L1FLnI_3q13.33y	6	3	9	6
L1FLnI_1p22.2e	6	4	5	9
L1FLnI_4q31.21va	6	7	12	6
L1FLnI_5q34g	6	4	8	4
L1FLnI_13q31.3i	6	1	7	2
L1FLnI_6p25.2b	6	2	4	2
L1FLnI_11q24.2f	6	1	7	1
L1FLnI_1p31.1sc	6	0	8	2
L1FLnI_8p21.2a	6	3	7	1
L1FLnI_6q27w	6	6	5	1
L1FLnI_16q23.2e	6	1	1	1
L1FLnI_Xq11.2s	6	9	13	2
L1FLnI_Xq21.1qc	6	7	17	4
L1FLnI_2q33.1u	6	4	8	6
L1FLnI_16q21i	6	1	3	1
L1FLnI_Xp11.4k	6	5	9	2
L1FLnI_20q12d	6	3	2	3
L1FLnI_12q21.2b	6	5	4	3
L1FLnI_10q11.21k	6	8	13	10
L1FLnI_Xq28t	6	8	1	6
L1FLnI_13q22.2c	6	10	11	9
L1FLnI_20p12.1k	6	1	7	2
L1FLnI_4q22.3c	6	0	14	8
L1FLnI_1q31.3l	6	8	17	7
L1FLnI_11q14.1v	6	7	17	10
L1FLnI_2q32.1g	6	7	9	3
L1FLnI_10q23.1ma	6	1	4	1
L1FLnI_Xq13.3e	6	1	6	3
L1FLnI_10p12.1f	6	3	6	1
L1FLnI_Xq23eb	6	4	27	8
L1FLnI_12q22e	6	11	5	6
L1FLnI_6q23.1d	6	2	6	0
L1FLnI_3q23v	6	5	3	1
L1FLnI_7p14.2d	6	2	16	2
L1FLnI_Xq22.2g	6	1	4	1
L1ORF2_10q23.1	6	4	10	2
L1FLnI_6q14.3aa	6	0	4	1
L1FLnI_Xq11.2f	6	3	6	3
L1FLnI_1q42.2h	6	10	5	6
L1ORF2_17q24.2	6	2	4	2
L1FLnI_7p14.1t	6	1	2	0
L1FLnI_1p21.3z	6	3	10	5
L1FLnI_5q33.1z	6	2	4	0
L1FLnI_14q12ka	6	4	4	0
L1FLnI_6q22.32d	6	2	15	6
L1FLnI_20p13l	6	3	0	1
L1FLnI_4q21.1m	6	1	1	2
L1FLnI_5q12.1i	6	4	10	2
L1FLnI_9q33.2e	6	8	12	11
L1FLnI_11q14.2v	6	7	5	2
L1FLnI_8q22.2a	6	2	13	4
L1FLnI_1p33v	6	1	7	4
L1FLnI_7p14.3u	6	11	10	9
L1FLnI_Xq28g	6	5	8	0
L1FLnI_8q21.2m	6	2	3	4
L1FLnI_Xq23ib	6	1	5	3
L1FLnI_Xq22.2e	6	3	6	2
L1FLnI_1q41qa	6	1	12	1
L1FLnI_3p24.2d	6	7	6	7
L1ORF2_5p15.33	6	3	6	3
L1FLnI_Xq26.2n	6	3	8	4
L1FLnI_6q14.1hb	6	1	6	1
L1FLnI_1q44d	6	4	12	6
L1FLnI_14q32.31a	6	3	5	0
L1FLnI_16p11.2e	6	0	4	1
L1FLnI_6p24.3h	6	0	2	3
L1FLnI_1p22.2n	6	5	8	4
L1FLnI_9q31.2t	6	3	11	2
L1FLnI_Xp11.21ia	6	5	9	3
L1FLnI_10q26.12b	6	3	5	6
L1FLnI_8q21.13i	6	3	8	4
L1FLnI_2q11.1d	6	0	2	2
L1FLnI_3q22.1z	6	4	10	4
L1FLnI_2p24.1m	6	0	3	1
L1FLnI_12q21.2a	6	15	12	10
L1FLnI_15q13.3b	6	6	8	7
L1FLnI_9q21.31c	6	5	7	5
L1FLnI_6q14.3oa	6	2	2	2
L1FLnI_Xq21.1z	6	0	5	2
L1ORF2_1q43	6	7	4	7
L1FLnI_9p12a	6	2	12	2
L1FLnI_11q22.3g	6	1	5	0
L1FLnI_12p12.3ca	6	4	16	1
L1FLnI_2q31.1g	6	1	20	3
L1FLnI_9q21.31e	6	0	5	0
L1FLnI_5q33.1i	6	1	1	1
L1FLnI_5q22.3s	6	4	5	3
L1FLnI_6p11.2i	6	2	9	1
L1FLnI_6q13ia	6	6	12	2
L1FLnI_1q32.3f	6	6	13	3
L1FLnI_3q11.2y	6	5	11	1
L1FLnI_7q21.13y	6	5	9	2
L1FLnI_2q14.1s	6	3	7	0
L1FLnI_11q23.3l	6	1	7	0
L1FLnI_12q13.11k	6	2	8	4
L1FLnI_14q21.1y	6	3	10	8
L1FLnI_Xp11.21tc	6	14	18	8
L1FLnI_18q12.1f	6	3	2	0
L1FLnI_12q13.2m	6	1	4	1
L1FLI_11q21b	6	2	6	5
L1FLnI_13q22.1c	6	2	5	3
L1FLnI_11q24.2e	6	1	5	1
L1FLnI_5q33.1h	6	2	6	0
L1FLnI_2q12.3f	6	3	8	3
L1FLnI_1q32.2u	6	6	13	3
L1FLnI_9p22.3p	6	6	5	0
L1FLnI_14q12b	6	4	16	8
L1FLnI_4q28.1ha	6	1	3	0
L1FLnI_12p11.23a	6	7	13	2
L1FLnI_5p12a	6	6	14	3
L1FLnI_Xq11.2d	6	5	12	2
L1FLnI_10p14i	6	2	8	8
L1FLnI_12p13.2j	6	3	11	4
L1FLnI_10p12.1a	6	0	7	7
L1FLnI_4q31.21r	6	1	3	2
L1FLnI_10q11.21e	6	2	5	3
L1FLnI_13q13.3j	6	1	3	3
L1FLnI_8q21.13ra	6	6	4	1
L1FLnI_6p22.1l	6	1	4	3
L1FLnI_1p13.2s	6	5	12	2
L1FLnI_7p14.2a	6	5	7	4
L1FLnI_Xq27.1d	6	9	17	8
L1FLnI_3p12.3x	6	3	11	2
L1FLnI_Xq21.1ub	6	3	1	5
L1FLI_13q12.3	6	1	1	4
L1FLnI_10q23.32c	6	6	8	2
L1FLnI_5q23.3k	6	3	2	3
L1FLnI_16q21e	6	4	6	1
L1FLnI_3p25.3e	6	6	7	8
L1FLnI_10q23.33k	6	3	8	2
L1FLnI_9p21.1t	6	7	7	4
L1FLnI_8q12.1y	6	0	4	3
L1FLnI_5q23.3ba	6	12	9	11
L1FLnI_4q12fa	6	3	12	3
L1FLnI_3q13.11m	6	4	8	3
L1FLnI_17q12b	6	3	9	1
L1FLnI_8q24.13i	6	3	8	1
L1FLnI_17q24.2b	6	3	8	3
L1FLnI_1q23.2c	6	1	2	3
L1FLnI_5q15ma	6	2	7	5
L1FLnI_15q24.3a	6	4	3	5
L1FLnI_Xp21.3j	6	6	8	9
L1FLnI_5q11.1p	6	3	6	3
L1FLnI_6q22.32h	6	11	11	1
L1FLnI_4p14b	6	9	12	4
L1FLnI_Xq21.1ca	6	15	24	19
L1FLnI_Xp21.1o	6	6	5	2
L1FLnI_16q12.1p	6	4	9	1
L1FLnI_2p14f	6	1	3	1
L1FLnI_12p13.32h	6	7	3	5
L1FLnI_Xq21.33ja	6	2	7	0
L1FLnI_4q34.2c	6	4	6	5
L1FLnI_10q11.21z	6	6	3	3
L1FLnI_2p21h	6	5	10	3
L1FLnI_13q21.33f	6	2	4	3
L1FLnI_3q25.33a	6	4	1	4
L1FLnI_9p21.3q	6	1	8	1
L1FLnI_7q36.3d	6	2	9	6
L1FLnI_4q12d	6	6	14	3
L1FLnI_3q25.33b	6	5	8	0
L1FLnI_3p14.1a	6	2	14	1
L1FLnI_8q22.3g	6	11	5	2
L1FLnI_1p21.3t	6	4	2	0
L1FLnI_4q28.2e	6	1	0	3
L1FLnI_Xq13.1t	6	3	2	4
L1FLnI_6q23.2k	6	1	5	1
L1FLnI_9p21.1ja	6	8	5	5
L1FLnI_21p11.2l	6	3	10	3
L1FLnI_3q26.31e	6	4	16	2
L1FLnI_2q36.1b	6	12	12	5
L1FLnI_3q22.2d	6	3	3	4
L1FLnI_12p13.31o	6	3	6	5
L1FLI_6q16.3	6	3	10	5
L1FLnI_4p16.2b	6	5	6	2
L1FLnI_10q23.1o	6	1	4	2
L1FLnI_7q31.33k	6	2	6	0
L1FLnI_9p21.1a	6	4	14	4
L1FLnI_5q35.1c	6	0	30	2
L1FLnI_12q24.21	6	8	9	4
L1FLnI_4q25s	6	2	7	0
L1FLnI_Xp21.1a	6	2	4	1
L1FLnI_3p22.2g	6	4	6	4
L1FLnI_2q37.1c	6	1	26	1
L1FLnI_5q23.3s	6	3	5	3
L1FLnI_2p16.1da	6	0	3	1
L1FLnI_1q41w	6	0	14	3
L1FLnI_11q14.3t	6	2	5	2
L1FLnI_Xp11.21ua	6	3	3	4
L1FLnI_7q32.3c	6	1	7	4
L1FLnI_12p12.1c	6	3	0	0
L1FLnI_8q24.22j	6	6	12	11
L1FLnI_4p15.32h	6	7	5	1
L1FLI_7q31.1a	6	7	8	5
L1FLnI_11p15.4u	6	10	6	5
L1FLnI_5q11.2ba	6	0	3	0
L1FLnI_1q43m	6	12	14	2
L1FLnI_4q21.23b	6	3	3	3
L1FLnI_12p11.1m	6	3	5	2
L1FLnI_Xp11.21yb	6	0	0	0
L1FLnI_6p12.2g	6	2	4	5
L1FLnI_Yp11.2n	6	0	7	4
L1FLnI_12q21.1f	6	6	9	5
L1FLnI_14q23.3f	6	0	3	0
L1FLnI_6q24.1k	6	2	4	1
L1FLnI_7q11.23c	6	3	12	3
L1FLnI_3q22.1n	6	2	3	1
L1FLnI_12q24.32a	6	2	2	1
L1FLnI_1q25.1l	6	5	8	4
L1ORF2_Xq13.3	6	4	9	2
L1FLnI_2q31.1x	6	0	1	1
L1FLnI_6q25.2a	6	1	5	9
L1FLnI_11q21f	6	3	6	0
L1FLnI_2q36.1d	6	2	7	6
L1FLnI_13q31.2d	6	2	3	1
L1FLnI_Xq28z	6	3	7	3
L1FLnI_5p13.2ha	6	1	2	0
L1FLI_5q33.1	6	2	2	0
L1FLnI_5q14.2g	6	1	11	5
L1FLnI_11q21l	6	5	5	4
L1FLnI_5q15la	6	3	4	3
L1FLnI_10q25.1c	6	0	2	1
L1FLnI_6q14.1ca	6	3	1	0
L1FLnI_1q25.2j	6	3	1	1
L1FLnI_Xq25dc	6	3	12	3
L1FLnI_1p36.23	6	1	2	5
L1FLnI_20p12.3c	6	17	15	15
L1FLnI_12q21.1s	6	7	7	2
L1FLnI_9q21.13q	6	2	6	2
L1FLnI_10p13h	6	3	9	1
L1FLnI_2q31.1ca	6	7	8	5
L1FLnI_3p24.3j	6	2	1	1
L1FLnI_8q21.3v	6	6	14	11
L1FLnI_2q24.1la	6	1	5	1
L1FLnI_8q13.2a	6	10	16	7
L1FLnI_18q21.32f	6	2	11	3
L1FLnI_3q22.1ea	6	3	13	4
L1FLnI_8q21.13q	6	3	5	2
L1FLnI_4q26ja	6	0	9	2
L1FLnI_7q36.1m	6	2	3	1
L1FLnI_1q31.1b	6	3	12	1
L1FLnI_12q14.2l	6	2	4	3
L1FLnI_19q13.43b	6	0	2	1
L1FLnI_4q22.2d	6	4	8	5
L1FLnI_Xq21.1kf	6	3	3	1
L1FLnI_10q11.21d	6	9	2	1
L1FLnI_6q27o	6	4	10	7
L1FLnI_15q21.3y	6	1	12	2
L1FLnI_12p12.1n	6	0	1	2
L1FLnI_8p11.1a	6	6	2	1
L1FLnI_6q14.1rb	6	3	2	2
L1FLnI_11p12i	6	6	3	2
L1FLnI_8p12a	6	0	0	0
L1FLnI_2q21.3d	6	8	15	7
L1FLnI_1q31.1h	6	4	0	2
L1FLnI_Yq11.21da	6	1	0	1
L1FLnI_4q21.21u	5	1	6	3
L1FLnI_12p13.32c	5	3	4	1
L1FLnI_15q23g	5	5	6	8
L1FLnI_7q31.2a	5	0	8	2
L1FLnI_3p21.2j	5	8	4	5
L1FLnI_1q41m	5	1	2	4
L1FLnI_16q22.2b	5	4	7	1
L1FLnI_22q12.3f	5	0	0	1
L1FLnI_8q24.12c	5	4	10	6
L1FLnI_9q31.3g	5	0	2	0
L1FLnI_5q23.3e	5	1	0	0
L1FLnI_4q35.2f	5	1	4	0
L1FLnI_Xq25ma	5	3	10	3
L1FLnI_Xq22.3n	5	3	2	4
L1FLnI_18q22.2f	5	1	0	0
L1FLnI_11q23.3k	5	23	12	8
L1FLnI_10q21.1sa	5	5	8	4
L1FLnI_11p14.1a	5	1	1	2
L1FLnI_Xq13.1ka	5	0	1	2
L1FLnI_Xq21.31k	5	0	3	2
L1FLnI_13q32.2b	5	2	6	4
L1FLnI_2q34da	5	2	3	7
L1FLnI_6q12f	5	1	8	2
L1FLnI_9q31.2o	5	1	5	0
L1FLnI_1q23.2f	5	9	16	5
L1FLnI_2q11.2j	5	3	12	1
L1FLnI_13q14.2i	5	3	4	0
L1ORF2_6p22.3	5	0	0	1
L1FLnI_7q34h	5	12	5	7
L1FLnI_3q22.3x	5	4	6	3
L1FLnI_7q22.1j	5	6	9	4
L1FLnI_Xq27.2j	5	3	2	1
L1FLnI_3q25.31j	5	3	7	7
L1FLnI_8q13.2e	5	0	1	1
L1FLnI_9p24.1m	5	4	11	4
L1FLnI_4q26sa	5	3	5	1
L1FLnI_1q41l	5	1	4	2
L1FLnI_Xq22.1ea	5	6	14	4
L1FLnI_2q33.1v	5	3	13	4
L1FLnI_11p14.3i	5	5	8	4
L1FLnI_5q12.1w	5	1	5	1
L1FLnI_Xp22.11c	5	3	4	2
L1FLnI_3p26.3g	5	11	14	4
L1FLnI_12q23.1x	5	2	2	2
L1FLnI_4q31.21wa	5	1	3	1
L1FLnI_13q12.12g	5	1	1	1
L1FLnI_10q23.31b	5	3	13	3
L1FLnI_6q14.3v	5	3	4	1
L1FLnI_4q33n	5	2	3	2
L1FLnI_5q31.2b	5	9	14	1
L1FLnI_6q13ha	5	9	8	4
L1FLnI_4q32.3fa	5	2	16	8
L1FLI_16q21	5	0	2	2
L1FLI_5q21.1	5	5	11	3
L1FLnI_13q14.13e	5	1	8	1
L1FLnI_16q12.2c	5	0	3	2
L1FLnI_18p11.32n	5	2	2	2
L1FLnI_6p24.3k	5	2	4	2
L1FLnI_20q13.33a	5	5	4	2
L1ORF2_Xq25b	5	5	11	3
L1FLnI_6q14.3s	5	2	5	3
L1FLnI_2q23.3j	5	5	10	7
L1FLnI_4q32.1z	5	4	3	1
L1FLnI_7q21.3h	5	4	15	1
L1FLnI_5q14.3sa	5	4	5	2
L1FLnI_9p21.1fa	5	6	14	1
L1FLnI_12q14.1r	5	6	6	3
L1FLI_Xq21.33	5	4	5	5
L1FLnI_6q22.1f	5	4	3	2
L1FLnI_2p25.1g	5	3	2	1
L1FLnI_4q25g	5	0	7	0
L1FLnI_2q33.1k	5	5	6	10
L1FLnI_8p23.2r	5	5	4	3
L1FLnI_10q11.21u	5	1	0	3
L1FLnI_6q13pa	5	2	4	1
L1FLI_5q35.3	5	0	1	1
L1FLnI_12q23.1u	5	3	4	0
L1FLnI_15q21.3ca	5	2	12	4
L1ORF2_4q32.1	5	4	5	3
L1FLnI_14q22.3o	5	10	24	10
L1FLnI_4q32.1ia	5	1	1	4
L1FLnI_9q31.1o	5	4	1	0
L1FLnI_6q22.32c	5	1	10	1
L1FLnI_10q23.33d	5	5	5	0
L1FLnI_8q24.13o	5	6	4	1
L1FLnI_2p24.1c	5	6	4	3
L1FLnI_18q22.1o	5	0	3	2
L1FLnI_2p16.1u	5	4	15	3
L1FLnI_12q12ea	5	5	11	3
L1FLnI_10q23.32h	5	4	1	1
L1FLnI_2q37.1a	5	4	10	3
L1FLnI_11q14.2e	5	1	5	1
L1FLnI_17p12j	5	8	4	6
L1FLnI_2q35o	5	1	4	0
L1FLnI_3p12.1h	5	1	4	0
L1FLnI_3q13.12g	5	2	8	2
L1FLnI_12p13.31f	5	6	14	3
L1FLnI_8p23.1g	5	4	3	4
L1FLnI_Xq25ib	5	1	16	7
L1FLnI_15q26.3k	5	2	0	4
L1FLnI_17q24.1	5	3	20	1
L1FLnI_8q21.13sa	5	7	4	8
L1FLnI_3p22.1y	5	7	5	3
L1FLnI_2q36.3i	5	1	9	3
L1FLnI_11q22.1x	5	8	4	3
L1FLnI_6q13j	5	2	1	0
L1FLnI_5q15ka	5	1	2	2
L1FLnI_3q13.32h	5	3	7	3
L1FLnI_9q33.1c	5	0	4	2
L1FLnI_14q21.3c	5	0	2	3
L1FLnI_8q23.1o	5	0	3	2
L1FLnI_1p22.3b	5	3	6	3
L1FLnI_6q13s	5	4	4	0
L1FLnI_6q22.32g	5	4	16	1
L1FLnI_18q21.32d	5	2	1	5
L1FLnI_15q25.1b	5	2	7	6
L1FLI_11q12.2	5	1	1	0
L1FLnI_11q25l	5	1	4	2
L1FLnI_12q14.3g	5	2	8	1
L1FLnI_2p14d	5	7	6	2
L1FLnI_2q33.1h	5	8	7	2
L1FLnI_10q21.1d	5	2	9	2
L1FLnI_10q26.2b	5	0	11	2
L1FLnI_9p22.3j	5	1	6	0
L1FLnI_7p15.2f	5	1	0	0
L1FLnI_14q23.1a	5	2	4	0
L1FLnI_5p15.2p	5	0	2	2
L1FLnI_6q16.1x	5	2	2	0
L1FLnI_1q41ra	5	8	8	7
L1FLnI_1q42.13f	5	2	5	6
L1FLnI_4p15.2f	5	2	7	0
L1FLnI_11q23.3j	5	0	3	1
L1FLnI_Xq13.2ca	5	0	1	0
L1FLnI_4q12p	5	10	13	4
L1FLnI_Yp11.32a	5	7	3	2
L1FLnI_8q21.3h	5	2	2	3
L1FLnI_14q22.1l	5	2	4	6
L1FLnI_Xq21.1da	5	5	10	4
L1FLnI_1q31.2p	5	2	11	0
L1FLnI_2p24.2j	5	3	6	6
L1FLnI_3q25.32d	5	3	8	1
L1FLnI_1p31.1na	5	2	6	3
L1FLI_3q25.32	5	5	4	3
L1FLnI_6q13na	5	2	3	1
L1FLnI_1p31.1g	5	1	2	2
L1FLnI_19p12r	5	0	8	1
L1FLnI_4q31.22e	5	4	33	5
L1FLnI_9p23e	5	0	1	0
L1FLnI_Xp11.21ib	5	1	3	3
L1FLnI_6q27v	5	2	8	1
L1FLnI_11q21a	5	5	6	0
L1FLI_4q25	5	18	15	16
L1FLnI_8q22.1g	5	3	4	3
L1FLnI_5q32w	5	1	6	4
L1FLnI_1q41ca	5	7	8	4
L1FLnI_9q31.3h	5	6	3	0
L1FLnI_Xp11.21v	5	1	12	9
L1FLnI_7q22.3d	5	6	13	5
L1FLnI_4q21.23p	5	2	1	1
L1FLnI_15q26.2c	5	0	9	3
L1FLnI_2p16.1ja	5	7	19	1
L1FLnI_1p31.1ta	5	5	5	2
L1FLnI_9p22.3h	5	1	5	3
L1FLnI_10q25.1ia	5	7	4	9
L1FLnI_3q28d	5	2	5	3
L1ORF2_7p14.3	5	1	2	1
L1FLnI_14q21.2v	5	3	6	3
L1FLnI_12q23.1s	5	4	7	1
L1FLnI_8q23.3x	5	0	2	1
L1FLnI_14q21.1x	5	2	9	1
L1FLnI_3p12.3l	5	1	7	2
L1FLnI_4q21.1o	5	0	6	2
L1FLnI_3p14.1o	5	3	9	2
L1FLnI_8p12ea	5	2	7	7
L1FLnI_Xp22.31e	5	1	6	1
L1FLnI_5q22.3i	5	1	4	0
L1FLnI_8q22.3h	5	0	2	3
L1FLnI_Xq28l	5	3	5	5
L1FLnI_5q32a	5	7	6	4
L1FLnI_3q25.31e	5	0	1	0
L1FLnI_14q31.3n	5	3	6	2
L1FLnI_6q14.3d	5	0	1	4
L1FLnI_8q12.3h	5	0	4	4
L1FLnI_Xp11.21gb	5	8	14	10
L1FLnI_4q34.1d	5	1	1	2
L1FLnI_3q26.1ja	5	3	9	2
L1FLnI_6q16.1z	5	1	4	4
L1FLnI_15q21.2e	5	1	7	0
L1FLnI_18p11.21h	5	6	2	4
L1FLnI_5q14.1r	5	5	2	1
L1FLnI_1p32.1a	5	0	3	1
L1FLnI_12q14.2k	5	4	10	4
L1FLnI_7p15.3d	5	4	8	1
L1FLnI_5q35.2j	5	4	9	5
L1FLnI_2p13.2c	5	5	6	3
L1FLnI_3q11.2w	5	4	4	4
L1FLnI_5q12.3i	5	6	7	1
L1FLnI_8p12i	5	0	8	1
L1FLnI_3q13.12e	5	5	5	4
L1FLnI_15q25.2j	5	9	7	6
L1FLI_1p31.1a	5	1	0	3
L1FLnI_15q25.1c	5	2	5	5
L1FLnI_9q21.32k	5	2	3	4
L1FLnI_16q22.2i	5	4	2	3
L1FLnI_1q32.2t	5	23	8	50
L1FLnI_3q26.33c	5	3	2	2
L1FLnI_3p14.2fa	5	1	2	0
L1FLnI_3q24a	5	1	1	0
L1FLnI_8q24.22n	5	2	1	1
L1FLnI_2q12.3g	5	3	6	1
L1FLnI_5q12.3o	5	1	8	3
L1FLnI_4p15.31s	5	3	6	3
L1FLnI_6q23.2f	5	0	4	1
L1FLnI_3p24.1q	5	0	5	1
L1FLnI_4q22.3e	5	4	5	6
L1FLnI_14q23.2k	5	1	0	2
L1FLnI_2p12ea	5	1	0	2
L1FLnI_5q23.3g	5	2	4	2
L1ORF2_10q25.1	5	0	0	0
L1FLnI_8q22.3aa	5	0	5	1
L1FLnI_3p11.1y	5	4	7	3
L1FLnI_3q26.31k	5	1	1	1
L1FLnI_1q32.2f	5	3	3	1
L1FLnI_Xq26.3n	5	4	5	0
L1FLnI_4p16.1l	5	5	5	1
L1FLnI_2q24.1ga	5	12	12	10
L1FLnI_Xp11.21ic	5	3	5	2
L1FLnI_15q25.3j	5	3	5	3
L1FLnI_6q14.1ja	5	7	11	4
L1FLnI_21q22.11a	5	2	2	6
L1FLnI_Xq25ja	5	2	6	1
L1FLnI_4q23i	5	2	2	3
L1FLnI_5q33.1l	5	1	5	1
L1FLnI_2q35a	5	3	8	3
L1FLnI_8p23.1c	5	3	6	1
L1FLnI_1p31.1ka	5	1	8	0
L1FLnI_2p24.1y	5	1	3	4
L1FLnI_9q34.2	5	3	9	4
L1FLnI_15q21.3da	5	8	10	8
L1FLnI_9p12c	5	2	3	3
L1FLnI_7q21.12b	5	8	25	12
L1FLnI_9q31.3f	5	5	21	2
L1FLnI_2q34i	5	3	2	2
L1FLnI_2p14v	5	0	7	0
L1FLnI_3q13.33ba	5	2	8	1
L1FLnI_Xq25ac	5	2	2	5
L1FLnI_2q22.3v	5	7	6	3
L1FLnI_3p14.2u	5	3	8	4
L1FLnI_2q32.1m	5	4	4	4
L1FLnI_8q21.13la	5	8	15	9
L1FLnI_12q21.1u	5	4	8	6
L1FLnI_20p12.3e	5	4	1	0
L1FLnI_16p12.3c	5	6	4	6
L1FLnI_6q22.31pa	5	3	5	5
L1FLnI_15q21.3ma	5	5	7	3
L1FLnI_1q43d	5	1	1	1
L1FLnI_10q23.1ga	5	1	3	2
L1FLnI_5q14.2i	5	5	7	4
L1FLnI_6q14.1da	5	7	9	6
L1FLnI_6q14.3p	5	4	18	2
L1FLnI_8q13.1a	5	2	6	2
L1FLnI_20q11.21h	5	3	0	2
L1FLnI_2p22.2g	5	10	11	6
L1FLnI_5q15fa	5	7	10	1
L1FLnI_4q22.3l	5	5	1	3
L1FLnI_3q12.3d	5	1	6	2
L1ORF2_12q21.2	5	0	1	0
L1FLnI_5p13.2t	5	6	9	7
L1FLnI_12p13.2m	5	8	1	4
L1FLnI_13q13.3k	5	1	2	0
L1FLnI_20p11.1d	5	4	3	3
L1FLnI_15q25.1d	5	1	7	4
L1FLnI_15q26.2j	5	2	2	0
L1FLnI_6q24.1j	5	2	2	1
L1FLnI_9q21.13d	5	1	8	3
L1FLnI_2p24.1aa	5	2	2	8
L1FLI_7q11.21	5	1	6	1
L1FLnI_13q14.2y	5	4	11	5
L1FLnI_8q21.3o	5	3	2	2
L1FLnI_6q24.2h	5	7	13	5
L1FLnI_8q24.23c	5	4	7	6
L1FLnI_6p22.3f	5	1	2	0
L1FLnI_13q12.3a	5	5	17	11
L1FLnI_16q21c	5	1	2	0
L1FLnI_2p16.1n	5	5	7	5
L1FLnI_13q13.2c	5	4	6	4
L1FLnI_11p13s	5	1	6	0
L1FLnI_3q26.31j	5	3	9	1
L1FLnI_12p12.1t	5	3	9	2
L1FLnI_6p22.3aa	5	4	1	4
L1FLnI_5q34s	5	6	5	4
L1FLnI_10p14j	5	0	1	0
L1FLnI_1q25.3o	5	8	9	1
L1FLnI_Yq11.221sa	5	1	2	0
L1FLnI_Xq13.2v	5	2	7	3
L1FLnI_4q12ka	5	0	4	2
L1FLnI_9p24.1q	5	6	11	16
L1FLnI_12p13.2h	5	6	5	9
L1FLnI_5q15u	5	1	3	0
L1FLnI_12q23.3m	5	2	0	0
L1FLnI_5q23.2e	5	2	2	2
L1FLnI_1p32.1j	5	3	0	0
L1FLnI_15q26.2b	5	0	2	0
L1FLnI_12q13.2q	5	4	0	2
L1FLnI_Xq21.1xb	5	2	10	2
L1FLnI_3q11.1e	5	3	6	2
L1FLnI_4q21.23l	5	2	0	1
L1FLnI_14q21.2b	5	2	1	2
L1FLnI_2q14.3z	5	3	1	3
L1FLnI_15q21.3la	5	3	5	4
L1FLnI_5q14.2h	5	6	2	4
L1FLnI_5q11.2u	5	3	6	1
L1FLnI_11q12.3s	5	0	4	6
L1FLnI_11p15.2e	5	3	5	2
L1FLnI_2q13f	5	2	0	0
L1FLnI_1q31.1g	5	9	13	2
L1FLnI_3q13.32k	5	3	7	3
